uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,environment,category
WOS:000220784200006,Induction of both acid and alkaline phosphatase activity in two green-algae (chlorophyceae) in low N and P concentrations,HYDROBIOLOGIA,1-3,513,59-70,FEB 1,2004,"Kruskopf, MM | Du Plessis, S",algal blooms | Chlamydomonas sp. | Chlorella sp. | N and P nutrition | phosphatase activity | physiology | Vaal River,NA,NA,811PQ,0018-8158,NA,river,freshwater
WOS:000510387300006,"Changes in Primary Producer and Consumer Communities in Response to Upstream Nutrient Addition in the Kootenai River, Idaho",NORTHWEST SCIENCE,3-4,93,226-243,SUM-FAL,2019,"Kruse, Gretchen O. | Shafii, Bahman | Hoyle, Genevieve M. | Holderman, Charlie | Anders, Paul J.",periphyton | phytoplankton | zooplankton | nutrient addition | ecosystem restoration,10.3955/046.093.0306,NA,KH1DO,0029-344X,NA,river,freshwater
WOS:000076609900020,The input of nutrients by the Rhone river into the Mediterranean Sea: Recent observations and comparison with earlier data,HYDROBIOLOGIA,NA,374,237-246,NA,1998,"Moutin, T | Raimbault, P | Golterman, HL | Coste, B",nutrients | Rhone river | Gulf of Lions (Golfe du Lion) | Mediterranean Sea,NA,NA,132BL,0018-8158,NA,river,freshwater
WOS:000331823000057,"Phosphorus-31 nuclear magnetic resonance assignments of biogenic phosphorus compounds in sediment of an artificial Fuyangxin River, China",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,5,21,3803-3812,MAR,2014,"Zhang, Wenqiang | Shan, Baoqing | Zhang, Hong | Tang, Wenzhong",Phosphorus | Artificial river | Sediment | P-31-NMR,10.1007/s11356-013-2322-5,NA,AB5IV,0944-1344,NA,river,freshwater
WOS:000315281300017,Photodegradation of Detergent Phosphorus in Aquatic Environment,WATER AIR AND SOIL POLLUTION,2,224,,FEB,2013,"Grzybowski, Waldemar | Szydlowski, Jerzy",Photodegradation | Detergents | Polyphosphate | Humic substances,10.1007/s11270-012-1413-0,NA,094RK,0049-6979,NA,river,freshwater
WOS:000367097500009,Influence of Wastewater Discharge on the Metabolic Potential of the Microbial Community in River Sediments,MICROBIAL ECOLOGY,1,71,78-86,JAN,2016,"Li, Dong | Sharp, Jonathan O. | Drewes, Joerg E.",Metagenomics | Wastewater discharge | Sediment | Phylogenetics | Functional genes,10.1007/s00248-015-0680-x,NA,CZ4UF,0095-3628,NA,river,freshwater
WOS:000230369900006,"Biologically labile and refractory phosphorus loads from the agriculturally-managed Upper Eau Galle River Watershed, Wisconsin",LAKE AND RESERVOIR MANAGEMENT,2,21,165-173,JUN,2005,"James, WF | Barko, JW",adsorption-desorption | biological phosphorus availability | equilibrium phosphorus concentration | labile phosphorus forms | loading | phosphorus | refractory phosphorus forms | runoff | watershed,NA,NA,943QU,1040-2381,NA,river,freshwater
WOS:000349598200034,"Characteristics, distribution and ecological risk assessment of phosphorus in surface sediments from different ecosystems in Eastern China: A P-31-nuclear magnetic resonance study",ECOLOGICAL ENGINEERING,NA,75,264-271,FEB,2015,"Zhang, Wenqiang | Shan, Baoqing | Li, Jie | Tang, Wenzhong | Jin, Xin | Zhang, Hong | Ding, Yuekui | Wang, Yuanyue | Zhu, Xiaolei",Phosphorus | Eutrophication | P-31-NMR | ERI | Sediment,10.1016/j.ecoleng.2014.11.055,NA,CB4LC,0925-8574,NA,river,freshwater
WOS:000352328300020,Effect of orthophosphate and bioavailability of dissolved organic phosphorous compounds to typically harmful cyanobacterium Microcystis aeruginosa,MARINE POLLUTION BULLETIN,1-2,92,52-58,MAR 15,2015,"Li, Jihua | Wang, Zhongwei | Cao, Xin | Wang, Zhengfang | Zheng, Zheng",Microcystis aeruginosa | Dissolved organic phosphorus | Phosphorus depletion | Alkaline phosphatase,10.1016/j.marpolbul.2015.01.001,NA,CF1SN,0025-326X,NA,river,freshwater
WOS:000321027500037,Enhanced Purification of Eutrophic Water by Microbe-Inoculated Stereo Floating Beds,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,3,22,957-964,NA,2013,"Zhao, Fengliang | Zhang, Songda | Ding, Zheli | Aziz, Rukhsanda | Rafiq, Muhammad Tariq | Li, Hong | He, Zhenli | Stoffella, Peter J. | Yang, Xiaoe",stereo floating bed | nutrient removal | tall fescue | mobilized DPAOs | animal feed,NA,NA,172TJ,1230-1485,NA,river,freshwater
WOS:000173644400021,Phosphorus uptake into algal biofilms in a lowland chalk river,SCIENCE OF THE TOTAL ENVIRONMENT,NA,282,353-373,JAN 23,2002,"Jarvie, HP | Neal, C | Warwick, A | White, J | Neal, M | Wickham, HD | Hill, LK | Andrews, MC",Kennet | Thames | river | biofilm | phosphorus | phosphate | soluble reactive phosphorus | condensed phosphorus | organic phosphorus | inorganic polyphosphate | chlorophyll | calcite,NA,NA,518AT,0048-9697,NA,river,freshwater
WOS:000181219800002,Weathering of phosphorus in black shales,GLOBAL BIOGEOCHEMICAL CYCLES,4,16,,DEC 24,2002,"Kolowith, LC | Berner, RA",black shales | organic phosphorus | chemical weathering,10.1029/2001GB001887,NA,649QQ,0886-6236,NA,river,freshwater
WOS:000457532900001,Dissolved Organic Phosphorus Utilization by Phytoplankton Reveals Preferential Degradation of Polyphosphates Over Phosphomonoesters,FRONTIERS IN MARINE SCIENCE,NA,5,,OCT 25,2018,"Diaz, Julia M. | Holland, Alisia | Sanders, James G. | Bulski, Karrie | Mollett, Douglas | Chou, Chau-Wen | Phillips, Dennis | Tang, Yuanzhi | Duhamel, Solange",dissolved organic phosphorus | alkaline phosphatase activity | polyphosphate | phosphoester | phosphoanhydride | phosphorus stress | Thalassiosira | diatom,10.3389/fmars.2018.00380,NA,HJ9QC,NA,NA,river,freshwater
WOS:000283360800011,Identifying sources of organic matter in sediments of shallow lakes using multiple geochemical variables,JOURNAL OF PALEOLIMNOLOGY,4,44,1039-1052,DEC,2010,"Kenney, William F. | Brenner, Mark | Curtis, Jason H. | Schelske, Claire L.",Florida | Organic matter | Sediment chemistry | Shallow lakes | Stable states,10.1007/s10933-010-9472-y,NA,669OT,0921-2728,NA,river,freshwater
WOS:000262483500039,"Phosphorus Composition in Sediments from Seven Different Trophic Lakes, China: A Phosphorus-31 NMR Study",JOURNAL OF ENVIRONMENTAL QUALITY,1,38,353-359,JAN-FEB,2009,"Zhang, Runyu | Wu, Fengchang | He, Zhongqi | Zheng, Jian | Song, Baoan | Jin, Linhong",,10.2134/jeq2007.0616,NA,394WJ,0047-2425,NA,river,freshwater
WOS:000455706700001,Novel Mechanism for Surface Layer Shedding and Regenerating in Bacteria Exposed to Metal-Contaminated Conditions,FRONTIERS IN MICROBIOLOGY,NA,9,,JAN 15,2019,"Chandramohan, Archjana | Duprat, Elodie | Remusat, Laurent | Zirah, Severine | Lombard, Carine | Kish, Adrienne",S-layer | metal | biomineralization | metallotolerance | Lysinibacillus,10.3389/fmicb.2018.03210,NA,HH4QC,1664-302X,NA,river,freshwater
WOS:000377139500028,Organic matter and pH affect the analysis efficiency of P-31-NMR,JOURNAL OF ENVIRONMENTAL SCIENCES,NA,43,244-249,MAY,2016,"Zhang, Wenqiang | Jin, Xin | Rong, Nan | Li, Jie | Shan, Baoqing",P-31-NMR | pH | Organic matter | Extraction rate | Sediment,10.1016/j.jes.2015.10.018,NA,DN5VN,1001-0742,NA,river,freshwater
WOS:000463374900024,Phosphorus mobility in dam reservoir affected by redox oscillations: An experimental study,JOURNAL OF ENVIRONMENTAL SCIENCES,NA,77,250-263,MAR,2019,"Rapin, Anne | Grybos, Malgorzata | Rabiet, Marion | Mourier, Brice | Deluchat, Veronique",Phosphorus | Sediment | Redox | Iron | Organic matter,10.1016/j.jes.2018.07.016,NA,HR7ZW,1001-0742,NA,river,freshwater
WOS:000410673400012,Geochemical evaluation of uranium sequestration from field-scale infiltration and injection of polyphosphate solutions in contaminated Hanford sediments,APPLIED GEOCHEMISTRY,NA,84,133-153,SEP,2017,"Mehta, Sunil",,10.1016/j.apgeochem.2017.06.009,NA,FG8II,0883-2927,NA,river,freshwater
WOS:000185979500014,A laboratory study of phosphorus mobilisation from commercial fertilisers,AUSTRALIAN JOURNAL OF SOIL RESEARCH,6,41,1201-1212,NA,2003,"Nash, D | Hannah, M | Clemow, L | Halliwell, D | Webb, B | Chapman, D",diammonium phosphate | single superphosphate,10.1071/SR03024,NA,733BF,0004-9573,NA,river,freshwater
